Price,Discount,Revenue
158.48,0.0,158.48
276.43,0.29,392.5306
798.15,0.08,2937.192
238.35,0.0,715.05
45.19,0.0,316.33
1879.72,0.0,1879.72
110.81,0.0,332.43
41.1,0.0,82.2
289.75,0.0,289.75
215.07,0.0,215.07
305.76,0.0,305.76
109.11,0.06,102.5634
479.79,0.0,479.79
57.93,0.0,347.58
20.14,0.0,100.7
66.12,0.0,132.24
1945.5,0.0,9727.5
35.95,0.09,229.0015
54.34,0.0,54.34
50.48,0.0,353.36
24.31,0.37,30.6306
101.94,0.0,305.82
603.57,0.0,603.57
1973.51,0.0,3947.02
11.46,0.26,42.402
231.61,0.18,759.6808
738.26,0.0,738.26
295.89,0.17,491.1774
8.2,0.0,49.2
98.59,0.0,394.36
130.56,0.0,261.12
14.26,0.0,14.26
14.32,0.0,28.64
179.68,0.07,501.3072
265.69,0.07,1482.5502
307.8,0.0,923.4
406.21,0.18,1332.3688
467.38,0.0,3271.66
280.71,0.15,477.207
421.22,0.17,1048.8378
133.03,0.0,133.03
11.7,0.0,11.7
258.95,0.43,295.203
67.78,0.0,203.34
275.02,0.15,467.534
57.18,0.0,114.36
680.03,0.47,720.8318
19.22,0.0,76.88
45.69,0.16,38.3796
1083.18,0.0,1083.18
121.04,0.13,842.4384
118.53,0.0,474.12
79.86,0.0,159.72
716.78,0.0,2150.34
103.11,0.0,206.22
729.23,0.0,3646.15
110.46,0.0,110.46
753.73,0.17,625.5959
21.63,0.0,86.52
96.71,0.0,193.42
57.91,0.0,57.91
422.31,0.0,422.31
40.42,0.13,35.1654
363.0,0.0,2541.0
122.93,0.0,368.79
128.5,0.0,128.5
62.04,0.0,186.12
399.0,0.0,399.0
20.8,0.0,62.4
108.18,0.0,216.36
177.02,0.0,354.04
455.4,0.27,664.884
680.87,0.0,680.87
103.61,0.14,89.1046
815.82,0.0,815.82
108.72,0.0,108.72
136.53,0.0,136.53
287.22,0.48,448.0632
295.31,0.0,295.31
797.76,0.32,542.4768
17.72,0.0,70.88
267.24,0.1,240.516
30.28,0.0,90.84
1448.94,0.0,1448.94
194.41,0.0,388.82
66.28,0.0,66.28
1612.76,0.18,5289.8528
309.1,0.0,309.1
1281.86,0.0,2563.72
14.2,0.33,19.028
444.65,0.22,346.827
398.99,0.14,686.2628
283.21,0.0,566.42
138.15,0.0,552.6
121.77,0.0,121.77
45.56,0.26,33.7144
138.88,0.0,555.52
61.35,0.0,184.05
1618.2,0.0,9709.2
78.81,0.0,78.81
474.67,0.0,1424.01
303.46,0.17,251.8718
225.97,0.08,623.6772
54.89,0.0,54.89
35.75,0.09,97.5975
137.83,0.0,689.15
31.58,0.0,94.74
81.22,0.0,162.44
75.62,0.0,302.48
164.65,0.1,444.555
256.36,0.4,153.816
30.13,0.0,90.39
23.65,0.0,47.3
392.95,0.0,785.9
23.26,0.0,46.52
273.75,0.0,821.25
1016.65,0.17,4219.0975
23.31,0.0,46.62
229.52,0.49,234.1104
1741.22,0.16,5850.4992
120.98,0.0,362.94
1976.63,0.0,1976.63
1381.1,0.0,1381.1
32.83,0.0,32.83
816.98,0.0,816.98
1766.31,0.18,2896.7484
75.77,0.0,151.54
764.47,0.13,1330.1778
467.03,0.0,467.03
73.94,0.0,295.76
53.31,0.0,106.62
175.46,0.2,421.104
220.59,0.0,441.18
57.84,0.11,154.4328
229.51,0.0,1606.57
18.08,0.32,12.2944
337.97,0.14,290.6542
519.57,0.0,519.57
306.6,0.0,613.2
654.09,0.0,654.09
49.75,0.43,113.43
482.5,0.0,482.5
467.97,0.27,1024.8543
211.83,0.0,211.83
1697.99,0.0,3395.98
407.81,0.0,1631.24
130.89,0.0,523.56
316.37,0.0,632.74
37.55,0.19,60.831
152.88,0.0,764.4
236.95,0.0,236.95
91.03,0.0,364.12
93.33,0.14,160.5276
268.58,0.0,268.58
133.1,0.16,111.804
114.24,0.0,114.24
476.6,0.09,2602.236
825.84,0.0,2477.52
71.0,0.0,142.0
214.97,0.0,859.88
456.93,0.16,2686.7484
259.17,0.0,518.34
249.23,0.0,249.23
1969.43,0.0,1969.43
42.06,0.0,42.06
87.97,0.0,175.94
1843.09,0.31,1271.7321
28.9,0.0,57.8
100.84,0.0,100.84
667.09,0.25,500.3175
1229.89,0.0,2459.78
1309.33,0.0,6546.65
1268.35,0.0,1268.35
48.12,0.0,48.12
209.56,0.0,628.68
718.18,0.07,1335.8148
35.93,0.0,35.93
1106.43,0.0,4425.72
88.12,0.0,176.24
927.33,0.2,1483.728
115.84,0.19,469.152
588.86,0.0,1766.58
170.88,0.0,512.64
152.95,0.09,556.738
203.58,0.18,166.9356
50.75,0.0,304.5
274.07,0.18,674.2122
29.01,0.09,52.7982
1353.01,0.0,2706.02
656.99,0.0,1313.98
129.46,0.0,258.92
59.81,0.35,38.8765
25.81,0.0,25.81
92.54,0.0,92.54
49.88,0.0,99.76
419.33,0.38,519.9692
174.03,0.0,174.03
211.24,0.3,591.472
10.03,0.0,10.03
22.83,0.0,22.83
57.52,0.1,103.536
31.55,0.0,94.65
513.2,0.05,487.54
114.31,0.0,228.62
33.94,0.0,33.94
113.03,0.0,113.03
190.78,0.0,190.78
13.34,0.0,13.34
551.38,0.0,1102.76
31.96,0.0,31.96
1621.06,0.0,6484.24
46.43,0.5,69.645
1030.3,0.0,3090.9
275.27,0.0,1101.08
230.22,0.0,230.22
13.56,0.0,13.56
12.54,0.0,25.08
1087.15,0.0,2174.3
34.26,0.14,29.4636
588.22,0.07,2188.1784
26.32,0.16,22.1088
95.96,0.0,191.92
340.35,0.0,340.35
59.17,0.27,86.3882
489.21,0.0,489.21
57.12,0.12,351.8592
47.0,0.16,197.4
426.85,0.0,1707.4
216.2,0.0,648.6
527.68,0.0,2638.4
742.24,0.0,742.24
99.87,0.29,141.8154
217.15,0.0,651.45
92.23,0.34,304.359
586.99,0.0,1760.97
780.31,0.0,780.31
386.97,0.0,773.94
53.73,0.0,53.73
18.88,0.15,32.096
74.25,0.34,49.005
58.65,0.0,117.3
64.73,0.0,129.46
208.49,0.0,208.49
13.21,0.0,13.21
211.62,0.0,423.24
61.72,0.0,308.6
196.88,0.0,196.88
239.64,0.0,239.64
99.53,0.0,199.06
153.0,0.14,921.06
254.65,0.0,254.65
197.06,0.38,122.1772
17.28,0.0,17.28
13.36,0.0,26.72
162.63,0.0,650.52
39.04,0.0,195.2
295.51,0.0,1477.55
300.55,0.0,1202.2
207.02,0.0,414.04
804.75,0.12,2124.54
44.04,0.0,308.28
144.95,0.0,144.95
558.2,0.06,524.708
1367.83,0.0,1367.83
493.25,0.0,1479.75
255.0,0.0,1785.0
161.66,0.0,646.64
1064.35,0.0,2128.7
76.57,0.0,153.14
485.25,0.0,970.5
220.38,0.0,220.38
94.15,0.08,86.618
1143.05,0.0,1143.05
348.11,0.0,696.22
97.42,0.0,97.42
632.45,0.06,3567.018
224.0,0.14,192.64
361.35,0.0,361.35
29.32,0.15,124.61
251.12,0.0,502.24
252.11,0.0,1008.44
28.45,0.0,28.45
478.47,0.0,3349.29
1020.25,0.0,1020.25
1280.72,0.0,6403.6
76.45,0.47,121.5555
1509.11,0.38,3742.5928
147.67,0.06,277.6196
55.22,0.0,110.44
64.52,0.0,64.52
53.85,0.19,87.237
62.05,0.18,152.643
57.54,0.19,46.6074
59.42,0.0,59.42
124.08,0.09,112.9128
69.81,0.0,139.62
1476.42,0.0,1476.42
401.2,0.5,401.2
897.34,0.08,3302.2112
138.35,0.0,276.7
277.52,0.0,555.04
1761.77,0.05,1673.6815
1669.71,0.39,4074.0924
242.05,0.0,726.15
142.99,0.1,128.691
1997.86,0.0,7991.44
29.24,0.0,29.24
39.85,0.0,39.85
34.95,0.0,34.95
297.4,0.1,535.32
1991.36,0.1,7168.896
281.1,0.0,1124.4
265.92,0.0,265.92
724.37,0.0,724.37
728.25,0.0,1456.5
111.56,0.0,334.68
1027.96,0.0,2055.92
344.93,0.5,172.465
20.78,0.0,20.78
246.14,0.0,738.42
1783.55,0.15,3032.035
718.15,0.12,1895.916
34.29,0.0,34.29
108.11,0.35,70.2715
85.85,0.0,85.85
11.23,0.0,11.23
143.25,0.0,143.25
68.84,0.0,68.84
1416.89,0.0,1416.89
151.96,0.14,522.7424
703.19,0.16,590.6796
131.62,0.09,119.7742
54.01,0.0,162.03
19.15,0.05,18.1925
64.24,0.0,64.24
396.13,0.32,538.7368
83.74,0.18,68.6668
1081.43,0.0,4325.72
89.99,0.0,449.95
730.44,0.0,730.44
40.25,0.0,40.25
83.11,0.0,83.11
147.58,0.0,147.58
33.67,0.0,33.67
201.66,0.0,201.66
34.19,0.0,34.19
65.36,0.0,65.36
144.74,0.0,144.74
63.59,0.0,190.77
16.84,0.2,13.472
1423.88,0.41,2520.2676
13.42,0.0,13.42
145.46,0.0,145.46
121.34,0.0,364.02
641.28,0.0,641.28
45.49,0.0,136.47
154.13,0.0,154.13
1443.06,0.29,2049.1452
526.83,0.0,2634.15
69.8,0.0,69.8
128.92,0.19,208.8504
269.95,0.0,539.9
93.5,0.18,153.34
376.25,0.0,1128.75
324.87,0.06,610.7556
58.41,0.0,175.23
135.19,0.34,89.2254
1228.75,0.0,1228.75
189.12,0.0,189.12
115.14,0.0,115.14
102.07,0.0,204.14
218.9,0.0,437.8
1496.89,0.0,1496.89
37.97,0.0,37.97
453.65,0.1,816.57
410.45,0.0,410.45
1797.7,0.47,4763.905
297.99,0.0,595.98
139.94,0.0,559.76
142.84,0.0,142.84
156.6,0.0,469.8
563.77,0.0,563.77
928.22,0.0,928.22
67.54,0.0,135.08
99.31,0.27,362.4815
34.54,0.0,34.54
41.15,0.0,82.3
438.94,0.0,877.88
104.89,0.32,71.3252
1753.71,0.0,3507.42
279.53,0.0,279.53
48.16,0.12,127.1424
371.28,0.18,913.3488
57.03,0.0,342.18
41.76,0.11,37.1664
243.75,0.0,243.75
447.87,0.0,1343.61
98.77,0.0,395.08
311.17,0.0,622.34
332.0,0.0,1328.0
31.6,0.15,80.58
263.13,0.0,789.39
15.4,0.0,15.4
146.12,0.0,730.6
1417.52,0.13,4932.9696
46.22,0.2,36.976
206.23,0.15,175.2955
16.67,0.0,33.34
38.52,0.0,154.08
38.32,0.0,114.96
71.36,0.0,71.36
30.98,0.0,92.94
56.39,0.0,394.73
59.03,0.37,37.1889
132.18,0.28,95.1696
563.11,0.0,563.11
55.39,0.0,55.39
267.0,0.0,1068.0
36.59,0.0,36.59
75.94,0.0,75.94
49.6,0.0,148.8
44.82,0.0,89.64
107.04,0.0,321.12
297.51,0.0,892.53
49.99,0.0,49.99
189.88,0.0,759.52
130.03,0.26,96.2222
40.67,0.14,104.9286
70.89,0.0,70.89
121.15,0.0,121.15
20.49,0.35,26.637
92.17,0.0,184.34
242.75,0.0,485.5
226.31,0.0,226.31
71.86,0.05,136.534
131.54,0.0,263.08
29.22,0.38,36.2328
21.92,0.0,43.84
212.0,0.0,424.0
28.2,0.0,28.2
350.89,0.0,350.89
66.92,0.1,301.14
168.99,0.0,168.99
46.14,0.0,322.98
203.57,0.0,407.14
842.81,0.0,842.81
512.59,0.09,932.9138
701.27,0.1,1262.286
107.51,0.15,91.3835
672.87,0.0,2018.61
51.49,0.0,51.49
154.03,0.0,154.03
83.52,0.11,74.3328
22.79,0.0,45.58
247.26,0.0,494.52
17.98,0.0,17.98
1413.66,0.0,2827.32
51.34,0.0,205.36
296.39,0.0,296.39
114.85,0.16,192.948
131.56,0.0,263.12
11.52,0.0,11.52
244.61,0.0,978.44
99.99,0.0,299.97
132.75,0.0,398.25
145.1,0.48,75.452
128.74,0.0,128.74
321.35,0.0,321.35
122.84,0.0,368.52
35.2,0.45,135.52
19.71,0.0,19.71
39.91,0.17,33.1253
94.58,0.0,94.58
50.81,0.0,101.62
360.58,0.17,598.5628
159.48,0.0,318.96
43.28,0.0,86.56
361.83,0.1,325.647
1392.39,0.18,3425.2794
161.54,0.08,148.6168
355.11,0.0,710.22
54.27,0.32,36.9036
82.24,0.0,82.24
46.74,0.15,158.916
119.64,0.0,119.64
69.07,0.0,69.07
173.6,0.07,1130.136
1175.11,0.49,2397.2244
118.92,0.0,237.84
521.87,0.31,360.0903
416.94,0.15,354.399
364.21,0.0,364.21
342.54,0.46,184.9716
283.45,0.0,283.45
52.53,0.0,157.59
651.04,0.19,527.3424
19.23,0.28,27.6912
469.57,0.31,648.0066
543.74,0.0,1087.48
517.75,0.0,1553.25
1178.06,0.0,1178.06
10.8,0.0,21.6
42.16,0.27,92.3304
79.3,0.08,291.824
25.33,0.0,50.66
292.28,0.0,584.56
52.86,0.0,158.58
568.9,0.0,1137.8
31.41,0.19,50.8842
1906.91,0.0,1906.91
147.23,0.0,294.46
118.62,0.0,118.62
219.49,0.0,658.47
45.36,0.11,121.1112
850.48,0.0,3401.92
413.53,0.0,413.53
322.98,0.0,968.94
578.61,0.16,486.0324
196.98,0.0,393.96
466.08,0.0,1398.24
1543.28,0.32,3148.2912
108.22,0.0,216.44
20.92,0.0,41.84
121.48,0.0,850.36
698.53,0.19,565.8093
91.51,0.0,91.51
195.48,0.0,586.44
56.92,0.0,113.84
128.41,0.0,256.82
208.03,0.07,386.9358
18.36,0.0,55.08
293.81,0.0,293.81
245.51,0.0,245.51
21.1,0.0,21.1
47.35,0.0,142.05
442.19,0.19,1074.5217
116.52,0.0,116.52
45.16,0.15,76.772
25.6,0.0,76.8
231.34,0.11,205.8926
46.51,0.0,93.02
473.94,0.0,473.94
760.63,0.3,2129.764
43.7,0.0,87.4
56.18,0.0,112.36
35.67,0.0,35.67
556.52,0.0,556.52
8.71,0.17,21.6879
141.97,0.0,141.97
219.15,0.11,390.087
76.51,0.0,229.53
15.7,0.0,15.7
345.73,0.0,1037.19
468.47,0.0,468.47
568.24,0.0,1136.48
1112.41,0.13,4838.9835
257.9,0.0,515.8
141.79,0.5,212.685
131.4,0.0,525.6
83.06,0.0,83.06
113.82,0.29,80.8122
354.13,0.0,708.26
121.92,0.0,121.92
335.23,0.0,1340.92
47.06,0.0,235.3
195.2,0.0,390.4
216.53,0.0,433.06
224.57,0.0,224.57
1538.41,0.12,4061.4024
684.2,0.0,684.2
404.31,0.0,404.31
239.79,0.0,239.79
33.02,0.0,33.02
145.47,0.16,244.3896
277.92,0.0,277.92
297.63,0.0,297.63
59.67,0.0,59.67
62.22,0.5,31.11
179.7,0.0,539.1
11.85,0.0,35.55
158.18,0.0,1107.26
192.48,0.0,192.48
293.73,0.0,587.46
295.87,0.2,473.392
108.7,0.0,108.7
372.81,0.0,1491.24
24.48,0.0,97.92
1019.08,0.0,5095.4
391.71,0.0,3133.68
199.21,0.0,199.21
1333.98,0.0,4001.94
165.52,0.0,662.08
176.51,0.0,176.51
791.3,0.0,1582.6
69.56,0.0,69.56
25.1,0.07,46.686
192.66,0.39,117.5226
33.34,0.0,66.68
47.81,0.0,47.81
23.15,0.0,23.15
758.78,0.09,1380.9796
121.97,0.32,82.9396
48.6,0.16,40.824
361.22,0.0,361.22
244.18,0.0,1220.9
1960.91,0.16,4941.4932
226.9,0.0,226.9
390.39,0.06,1467.8664
15.36,0.0,92.16
41.13,0.0,329.04
722.71,0.19,585.3951
735.83,0.1,662.247
143.41,0.0,717.05
138.0,0.0,138.0
637.4,0.0,1912.2
29.78,0.0,59.56
30.08,0.0,30.08
46.26,0.05,175.788
107.6,0.0,968.4
708.67,0.38,2196.877
133.62,0.0,668.1
816.64,0.16,685.9776
20.52,0.0,20.52
88.74,0.0,354.96
158.91,0.05,452.8935
46.06,0.42,80.1444
26.52,0.0,79.56
1201.33,0.0,3603.99
33.6,0.0,33.6
193.84,0.0,387.68
127.0,0.0,254.0
195.9,0.0,195.9
1749.5,0.0,1749.5
105.27,0.2,84.216
27.44,0.16,46.0992
1610.7,0.12,1417.416
279.72,0.0,559.44
170.74,0.0,170.74
92.26,0.0,92.26
289.32,0.0,867.96
94.15,0.14,161.938
196.02,0.0,588.06
246.11,0.0,246.11
168.67,0.0,337.34
339.7,0.0,339.7
664.27,0.0,664.27
85.41,0.0,256.23
671.69,0.17,557.5027
179.5,0.0,538.5
1593.54,0.0,1593.54
129.31,0.4,155.172
716.28,0.06,1346.6064
286.88,0.07,266.7984
251.35,0.0,754.05
106.66,0.0,213.32
404.05,0.0,404.05
448.63,0.0,3140.41
9.96,0.0,39.84
390.63,0.32,1593.7704
266.85,0.0,266.85
46.76,0.0,93.52
314.8,0.0,944.4
457.96,0.0,915.92
39.92,0.0,79.84
187.71,0.0,563.13
240.73,0.0,240.73
137.8,0.29,97.838
470.03,0.0,470.03
83.9,0.0,83.9
185.94,0.25,418.365
431.18,0.0,431.18
32.46,0.05,61.674
654.76,0.0,654.76
1122.94,0.0,4491.76
505.65,0.0,2528.25
366.54,0.0,366.54
701.39,0.0,1402.78
54.86,0.0,54.86
767.48,0.0,4604.88
125.57,0.0,376.71
111.58,0.0,111.58
919.48,0.0,3677.92
117.45,0.0,234.9
37.71,0.0,37.71
105.76,0.06,397.6576
199.0,0.0,1393.0
86.91,0.16,219.0132
72.32,0.16,60.7488
17.34,0.18,14.2188
422.37,0.0,422.37
12.94,0.0,25.88
61.95,0.0,61.95
172.73,0.0,345.46
562.9,0.16,2837.016
20.38,0.0,40.76
142.46,0.12,125.3648
1325.97,0.0,1325.97
723.19,0.0,723.19
791.52,0.0,2374.56
46.19,0.0,46.19
63.64,0.0,127.28
142.59,0.0,285.18
424.36,0.0,424.36
75.95,0.0,151.9
191.96,0.46,103.6584
55.1,0.0,220.4
66.07,0.0,66.07
362.9,0.0,362.9
99.33,0.29,141.0486
438.85,0.0,438.85
601.44,0.0,1202.88
1685.06,0.07,9402.6348
51.87,0.06,48.7578
79.77,0.0,319.08
82.08,0.17,68.1264
124.59,0.05,118.3605
32.56,0.0,32.56
391.94,0.12,344.9072
195.66,0.19,792.423
712.3,0.34,470.118
23.67,0.0,23.67
1775.12,0.0,1775.12
215.71,0.0,215.71
500.37,0.0,2501.85
72.04,0.0,288.16
28.24,0.0,56.48
285.29,0.0,1141.16
1643.35,0.48,1709.084
75.49,0.0,75.49
226.09,0.0,452.18
414.32,0.0,2071.6
676.79,0.0,1353.58
89.07,0.0,89.07
264.6,0.07,246.078
1980.93,0.0,1980.93
99.24,0.0,198.48
194.46,0.0,777.84
49.2,0.11,87.576
280.71,0.0,280.71
10.43,0.0,10.43
53.66,0.18,396.0108
139.17,0.0,835.02
108.35,0.0,216.7
129.83,0.0,129.83
344.92,0.1,310.428
9.36,0.0,9.36
326.58,0.0,326.58
369.1,0.0,1476.4
253.21,0.14,871.0424
82.81,0.0,82.81
91.34,0.0,91.34
619.37,0.08,569.8204
138.34,0.18,226.8776
8.22,0.0,8.22
8.78,0.0,8.78
55.55,0.0,55.55
320.38,0.06,301.1572
246.2,0.0,246.2
54.33,0.08,99.9672
329.29,0.0,329.29
20.46,0.0,20.46
39.87,0.08,73.3608
297.61,0.0,1190.44
71.78,0.0,430.68
1731.2,0.0,10387.2
1010.51,0.0,3031.53
617.3,0.0,1851.9
48.82,0.0,97.64
73.01,0.4,43.806
1749.51,0.0,1749.51
58.05,0.0,348.3
134.38,0.0,134.38
227.65,0.18,186.673
1807.9,0.06,11895.982
1376.27,0.0,4128.81
639.33,0.0,1278.66
249.0,0.0,249.0
65.21,0.0,195.63
9.62,0.4,17.316
396.19,0.0,792.38
25.8,0.0,51.6
85.79,0.0,171.58
130.64,0.17,108.4312
178.35,0.0,356.7
42.41,0.34,27.9906
37.67,0.17,125.0644
678.03,0.09,617.0073
1348.28,0.27,2952.7332
9.14,0.0,18.28
197.89,0.34,783.6444
54.84,0.35,71.292
37.98,0.0,37.98
37.5,0.0,187.5
217.15,0.11,579.7905
964.76,0.0,964.76
100.95,0.0,302.85
41.13,0.0,41.13
17.42,0.34,68.9832
47.77,0.36,61.1456
141.76,0.2,226.816
774.89,0.0,774.89
49.36,0.0,148.08
37.98,0.0,75.96
46.17,0.0,92.34
259.0,0.0,259.0
666.39,0.0,1332.78
261.67,0.0,1831.69
290.61,0.18,476.6004
175.53,0.0,175.53
47.88,0.27,209.7144
135.57,0.0,135.57
61.2,0.0,61.2
921.04,0.0,1842.08
126.42,0.0,505.68
1533.48,0.18,1257.4536
417.38,0.0,1252.14
86.65,0.0,86.65
404.36,0.0,1213.08
48.5,0.36,31.04
13.16,0.0,26.32
28.42,0.09,77.5866
14.99,0.0,44.97
1671.46,0.0,1671.46
1210.84,0.0,1210.84
1045.96,0.0,1045.96
95.88,0.0,575.28
21.97,0.0,21.97
19.35,0.35,12.5775
235.28,0.0,705.84
109.39,0.15,92.9815
23.56,0.0,235.6
274.52,0.06,516.0976
148.27,0.0,148.27
726.61,0.0,726.61
75.43,0.0,75.43
1281.34,0.0,5125.36
24.4,0.0,73.2
196.52,0.12,345.8752
145.89,0.0,145.89
71.88,0.0,215.64
12.73,0.44,35.644
74.96,0.08,68.9632
1890.05,0.0,3780.1
355.29,0.0,355.29
36.74,0.09,33.4334
125.93,0.31,173.7834
385.66,0.0,2699.62
136.56,0.43,155.6784
1927.48,0.0,1927.48
472.27,0.48,245.5804
1180.49,0.0,5902.45
298.7,0.0,896.1
707.08,0.0,707.08
133.46,0.32,272.2584
42.92,0.15,36.482
512.62,0.0,1025.24
83.06,0.37,52.3278
225.54,0.0,451.08
259.76,0.0,259.76
784.44,0.0,784.44
86.14,0.0,86.14
125.6,0.0,125.6
44.86,0.0,89.72
319.88,0.0,639.76
204.17,0.0,1429.19
25.98,0.0,25.98
47.47,0.0,47.47
184.92,0.14,1590.312
83.86,0.0,670.88
767.2,0.0,1534.4
307.93,0.11,822.1731
49.59,0.13,43.1433
226.35,0.0,226.35
285.97,0.43,163.0029
40.0,0.0,40.0
302.81,0.0,302.81
13.27,0.0,13.27
169.33,0.0,507.99
55.3,0.0,55.3
53.02,0.0,53.02
55.88,0.29,79.3496
1892.29,0.18,4655.0334
181.45,0.0,725.8
810.97,0.0,2432.91
747.57,0.12,657.8616
107.3,0.0,107.3
148.38,0.0,148.38
17.79,0.0,17.79
221.85,0.4,399.33
448.29,0.0,448.29
1752.08,0.0,5256.24
1615.15,0.0,1615.15
1587.76,0.0,7938.8
14.04,0.0,14.04
900.29,0.0,1800.58
241.39,0.47,127.9367
491.4,0.19,398.034
39.12,0.11,104.4504
1934.51,0.0,1934.51
300.86,0.0,601.72
84.39,0.12,74.2632
9.34,0.34,6.1644
88.1,0.0,88.1
66.6,0.0,199.8
145.54,0.2,232.864
127.91,0.0,127.91
95.68,0.0,574.08
566.48,0.06,1597.4736
98.72,0.37,186.5808
163.61,0.0,654.44
322.01,0.11,573.1778
94.17,0.38,58.3854
241.7,0.0,725.1
44.77,0.0,179.08
346.51,0.0,346.51
391.68,0.0,391.68
222.67,0.0,445.34
358.21,0.0,1432.84
24.79,0.0,24.79
733.61,0.39,895.0042
10.19,0.0,20.38
250.3,0.0,250.3
139.09,0.0,417.27
54.21,0.0,54.21
146.76,0.0,440.28
266.56,0.0,533.12
1474.82,0.0,2949.64
129.04,0.0,129.04
312.35,0.0,1874.1
35.49,0.18,58.2036
75.6,0.0,75.6
145.63,0.12,256.3088
15.24,0.0,30.48
148.31,0.0,1038.17
68.72,0.0,343.6
298.65,0.09,543.543
106.55,0.0,426.2
151.26,0.0,151.26
244.24,0.0,244.24
47.06,0.13,122.8266
143.88,0.0,1007.16
1159.18,0.14,996.8948
113.72,0.0,113.72
130.14,0.0,780.84
25.96,0.07,24.1428
474.21,0.0,474.21
804.08,0.18,659.3456
168.56,0.0,505.68
422.44,0.0,422.44
135.37,0.12,119.1256
89.92,0.0,179.84
24.58,0.0,24.58
192.11,0.0,192.11
42.48,0.16,35.6832
67.93,0.0,135.86
675.43,0.0,1350.86
32.45,0.07,30.1785
969.92,0.0,1939.84
54.66,0.47,28.9698
184.05,0.0,184.05
23.56,0.0,47.12
474.07,0.0,948.14
639.34,0.0,639.34
165.2,0.0,330.4
52.71,0.0,105.42
852.25,0.42,988.61
700.86,0.0,1401.72
298.5,0.0,597.0
229.79,0.17,190.7257
493.34,0.0,493.34
34.71,0.0,34.71
459.82,0.14,395.4452
40.0,0.05,76.0
17.17,0.11,15.2813
50.36,0.0,50.36
166.0,0.24,630.8
74.58,0.0,372.9
48.63,0.0,97.26
284.87,0.0,284.87
238.5,0.16,200.34
113.6,0.0,113.6
52.22,0.0,208.88
323.65,0.3,226.555
59.7,0.0,119.4
261.34,0.0,784.02
296.16,0.16,248.7744
386.02,0.0,1158.06
43.77,0.0,43.77
1731.75,0.2,1385.4
237.67,0.16,998.214
23.29,0.37,14.6727
78.06,0.3,54.642
224.02,0.2,179.216
621.95,0.0,621.95
39.37,0.0,78.74
1904.31,0.0,9521.55
159.75,0.0,159.75
92.93,0.11,82.7077
1317.43,0.0,3952.29
996.2,0.0,7969.6
48.28,0.0,48.28
30.84,0.27,90.0528
187.48,0.0,374.96
621.0,0.0,1863.0
27.68,0.0,83.04
1458.04,0.27,2128.7384
246.68,0.0,246.68
122.27,0.0,122.27
342.66,0.0,342.66
196.09,0.0,784.36
133.35,0.0,133.35
212.64,0.0,212.64
101.32,0.0,202.64
121.13,0.0,847.91
35.67,0.07,66.3462
65.79,0.0,65.79
233.71,0.0,233.71
113.71,0.0,454.84
36.96,0.16,124.1856
19.46,0.0,116.76
75.19,0.11,133.8382
173.42,0.0,173.42
1353.72,0.0,8122.32
50.85,0.0,50.85
141.8,0.0,141.8
50.21,0.47,79.8339
1750.8,0.0,3501.6
80.99,0.19,328.0095
138.14,0.12,486.2528
47.76,0.0,191.04
140.44,0.0,280.88
164.36,0.0,164.36
717.31,0.0,717.31
41.37,0.0,124.11
72.99,0.0,364.95
1154.88,0.19,3741.8112
284.55,0.0,2276.4
448.92,0.0,897.84
50.76,0.17,126.3924
27.8,0.0,55.6
38.67,0.0,38.67
354.63,0.0,354.63
145.98,0.08,537.2064
441.82,0.06,1661.2432
355.15,0.48,738.712
493.32,0.18,404.5224
51.94,0.09,189.0616
132.35,0.37,83.3805
117.53,0.0,117.53
72.91,0.0,145.82
113.92,0.0,113.92
153.63,0.32,208.9368
261.21,0.0,783.63
53.87,0.0,215.48
461.3,0.0,922.6
18.78,0.0,18.78
243.73,0.22,760.4376
27.76,0.0,55.52
629.83,0.0,1889.49
521.69,0.0,1043.38
19.54,0.0,19.54
79.78,0.0,239.34
813.9,0.0,813.9
221.19,0.0,221.19
18.63,0.0,74.52
56.74,0.0,56.74
12.55,0.41,44.427
681.77,0.19,1656.7011
213.71,0.41,126.0889
53.55,0.0,53.55
339.66,0.0,679.32
125.62,0.0,251.24
242.55,0.0,727.65
151.38,0.0,151.38
1092.86,0.0,1092.86
139.77,0.27,102.0321
54.72,0.0,164.16
102.69,0.4,61.614
420.81,0.0,420.81
40.37,0.0,40.37
138.22,0.0,138.22
54.66,0.09,49.7406
126.89,0.0,761.34
1629.72,0.0,6518.88
51.51,0.14,44.2986
702.6,0.09,639.366
21.66,0.0,43.32
40.92,0.18,167.772
573.36,0.0,573.36
235.87,0.27,344.3702
35.74,0.0,71.48
45.6,0.0,182.4
1707.76,0.0,6831.04
25.78,0.0,180.46
326.46,0.0,652.92
62.35,0.0,62.35
607.58,0.11,1622.2386
28.32,0.15,48.144
1344.39,0.0,1344.39
451.53,0.0,1354.59
36.7,0.0,36.7
98.19,0.0,294.57
125.91,0.0,377.73
17.66,0.0,105.96
468.23,0.0,4682.3
86.25,0.0,345.0
42.51,0.0,85.02
263.15,0.19,213.1515
37.5,0.0,37.5
64.97,0.0,129.94
270.27,0.0,540.54
22.22,0.0,66.66
263.35,0.09,239.6485
14.62,0.0,14.62
364.99,0.28,788.3784
239.59,0.29,340.2178
112.63,0.0,225.26
1389.69,0.0,1389.69
136.43,0.0,136.43
329.88,0.0,329.88
